2018-07-25 20:31:21 parsl.dataflow.dflow:78 [INFO]  Parsl version: 0.6.1
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 462 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 462 launched with AppFuture: <AppFuture at 0x7f3322b1dda0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 463 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 463 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 463 launched with AppFuture: <AppFuture at 0x7f3322b1df98 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 464 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 464 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 464 launched with AppFuture: <AppFuture at 0x7f3322b241d0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 465 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 465 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 465 launched with AppFuture: <AppFuture at 0x7f3322b243c8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 466 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 466 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 466 launched with AppFuture: <AppFuture at 0x7f3322b245c0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 467 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 467 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 467 launched with AppFuture: <AppFuture at 0x7f3322b247b8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 468 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 468 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 468 launched with AppFuture: <AppFuture at 0x7f3322b249b0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 469 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 469 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 469 launched with AppFuture: <AppFuture at 0x7f3322b24ba8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 470 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 470 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 470 launched with AppFuture: <AppFuture at 0x7f3322b24da0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 471 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 471 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 471 launched with AppFuture: <AppFuture at 0x7f3322b24f98 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 472 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 472 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 472 launched with AppFuture: <AppFuture at 0x7f33245ed1d0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 473 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 473 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 473 launched with AppFuture: <AppFuture at 0x7f33245ed3c8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 474 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 474 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 474 launched with AppFuture: <AppFuture at 0x7f33245ed5c0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 475 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 475 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 475 launched with AppFuture: <AppFuture at 0x7f33245ed7b8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 476 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 476 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 476 launched with AppFuture: <AppFuture at 0x7f33245ed9b0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 477 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 477 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 477 launched with AppFuture: <AppFuture at 0x7f33245edba8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 478 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 478 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 478 launched with AppFuture: <AppFuture at 0x7f33245edda0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 479 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 479 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 479 launched with AppFuture: <AppFuture at 0x7f33245edf98 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 480 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 480 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 480 launched with AppFuture: <AppFuture at 0x7f33245b91d0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 481 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 481 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 481 launched with AppFuture: <AppFuture at 0x7f33245b93c8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 482 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 482 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 482 launched with AppFuture: <AppFuture at 0x7f33245b95c0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 483 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 483 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 483 launched with AppFuture: <AppFuture at 0x7f33245b97b8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 484 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 484 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 484 launched with AppFuture: <AppFuture at 0x7f33245b99b0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 485 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 485 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 485 launched with AppFuture: <AppFuture at 0x7f33245b9ba8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 486 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 486 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 486 launched with AppFuture: <AppFuture at 0x7f33245b9da0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 487 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 487 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 487 launched with AppFuture: <AppFuture at 0x7f33245b9f98 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 488 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 488 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 488 launched with AppFuture: <AppFuture at 0x7f33245bf1d0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 489 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 489 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 489 launched with AppFuture: <AppFuture at 0x7f33245bf3c8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 490 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 490 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 490 launched with AppFuture: <AppFuture at 0x7f33245bf5c0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 491 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 491 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 491 launched with AppFuture: <AppFuture at 0x7f33245bf7b8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 492 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 492 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 492 launched with AppFuture: <AppFuture at 0x7f33245bf9b0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 493 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 493 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 493 launched with AppFuture: <AppFuture at 0x7f33245bfba8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 494 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 494 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 494 launched with AppFuture: <AppFuture at 0x7f33245bfda0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 495 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 495 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 495 launched with AppFuture: <AppFuture at 0x7f33245bff98 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 496 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 496 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 496 launched with AppFuture: <AppFuture at 0x7f33245c81d0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 497 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 497 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 497 launched with AppFuture: <AppFuture at 0x7f33245c83c8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 498 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 498 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 498 launched with AppFuture: <AppFuture at 0x7f33245c85c0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 499 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 499 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 499 launched with AppFuture: <AppFuture at 0x7f33245c87b8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 500 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 500 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 500 launched with AppFuture: <AppFuture at 0x7f33245c89b0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 501 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 501 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 501 launched with AppFuture: <AppFuture at 0x7f33245c8ba8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 502 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 502 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 502 launched with AppFuture: <AppFuture at 0x7f33245c8da0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 503 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 503 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 503 launched with AppFuture: <AppFuture at 0x7f33245c8f98 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 504 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 504 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 504 launched with AppFuture: <AppFuture at 0x7f33245cd1d0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 505 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 505 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 505 launched with AppFuture: <AppFuture at 0x7f33245cd3c8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 506 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 506 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 506 launched with AppFuture: <AppFuture at 0x7f33245cd5c0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 507 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 507 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 507 launched with AppFuture: <AppFuture at 0x7f33245cd7b8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 508 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 508 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 508 launched with AppFuture: <AppFuture at 0x7f33245cd9b0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 509 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 509 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 509 launched with AppFuture: <AppFuture at 0x7f33245cdba8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 510 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 510 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 510 launched with AppFuture: <AppFuture at 0x7f33245cdda0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 511 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 511 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 511 launched with AppFuture: <AppFuture at 0x7f33245cdf98 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 512 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 512 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 512 launched with AppFuture: <AppFuture at 0x7f33245d41d0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 513 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 513 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 513 launched with AppFuture: <AppFuture at 0x7f33245d43c8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 514 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 514 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 514 launched with AppFuture: <AppFuture at 0x7f33245d45c0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 515 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 515 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 515 launched with AppFuture: <AppFuture at 0x7f33245d47b8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 516 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 516 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 516 launched with AppFuture: <AppFuture at 0x7f33245d49b0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 517 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 517 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 517 launched with AppFuture: <AppFuture at 0x7f33245d4ba8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 518 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 518 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 518 launched with AppFuture: <AppFuture at 0x7f33245d4da0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 519 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 519 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 519 launched with AppFuture: <AppFuture at 0x7f33245d4f98 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 520 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 520 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 520 launched with AppFuture: <AppFuture at 0x7f33245dc1d0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 521 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 521 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 521 launched with AppFuture: <AppFuture at 0x7f33245dc3c8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 522 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 522 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 522 launched with AppFuture: <AppFuture at 0x7f33245dc5c0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 523 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 523 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 523 launched with AppFuture: <AppFuture at 0x7f33245dc7b8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 524 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 524 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 524 launched with AppFuture: <AppFuture at 0x7f33245dc9b0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 525 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 525 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 525 launched with AppFuture: <AppFuture at 0x7f33245dcba8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 526 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 526 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 526 launched with AppFuture: <AppFuture at 0x7f33245dcda0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 527 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 527 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 527 launched with AppFuture: <AppFuture at 0x7f33245dcf98 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 528 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 528 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 528 launched with AppFuture: <AppFuture at 0x7f33245e31d0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 529 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 529 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 529 launched with AppFuture: <AppFuture at 0x7f33245e33c8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 530 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 530 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 530 launched with AppFuture: <AppFuture at 0x7f33245e35c0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 531 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 531 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 531 launched with AppFuture: <AppFuture at 0x7f33245e37b8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 532 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 532 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 532 launched with AppFuture: <AppFuture at 0x7f33245e39b0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 533 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 533 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 533 launched with AppFuture: <AppFuture at 0x7f33245e3ba8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 534 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 534 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 534 launched with AppFuture: <AppFuture at 0x7f33245e3da0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 535 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 535 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 535 launched with AppFuture: <AppFuture at 0x7f33245e3f98 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 536 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 536 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 536 launched with AppFuture: <AppFuture at 0x7f33245ea1d0 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 537 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 537 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 537 launched with AppFuture: <AppFuture at 0x7f33245ea3c8 state=pending>
2018-07-25 20:31:25 parsl.dataflow.dflow:565 [INFO]  Task 538 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:31:25 parsl.dataflow.dflow:363 [INFO]  Task 538 launched on executor threads
2018-07-25 20:31:25 parsl.dataflow.dflow:586 [DEBUG]  Task 538 launched with AppFuture: <AppFuture at 0x7f33245ea5c0 state=pending>
